166  1493718071000621  (-6.54423,-30,0 - 100)  (-6.54423,30,0 - 100)   (7.499,30,0 - 100) (7.499,-30,0 - 100) 
167  1493718071000722  (-6.54423,-30,0 - 100)  (-6.54423,30,0 - 100)   (7.499,30,0 - 100) (7.499,-30,0 - 100) 
168  1493718071000821  (-6.4217,-30,0 - 100)  (-6.4217,30,0 - 100)   (7.499,30,0 - 100) (7.499,-30,0 - 100) 
169  1493718071000921  (-6.01342,-30,0 - 100)  (-6.01342,30,0 - 100)   (7.44935,30,0 - 100) (7.44935,-30,0 - 100) 
170  1493718072000022  (-6.20848,-30,0 - 100)  (-6.20848,30,0 - 100)   (7.44935,30,0 - 100) (7.44935,-30,0 - 100) 
171  1493718072000121  (-6.20848,-30,0 - 100)  (-6.20848,30,0 - 100)   (7.44935,30,0 - 100) (7.44935,-30,0 - 100) 
172  1493718072000221  (-13.6217,-30,0 - 100)  (-13.6217,30,0 - 100)   (7.39141,30,0 - 100) (7.39141,-30,0 - 100) 
173  1493718072000321  (-13.6217,-30,0 - 100)  (-13.6217,30,0 - 100)   (7.39141,30,0 - 100) (7.39141,-30,0 - 100) 
174  1493718072000421  (-13.6217,-30,0 - 100)  (-13.6217,30,0 - 100)   (7.39141,30,0 - 100) (7.39141,-30,0 - 100) 
175  1493718072000522  (-13.6217,-30,0 - 100)  (-13.6217,30,0 - 100)   (7.39141,30,0 - 100) (7.39141,-30,0 - 100) 
176  1493718072000621  (-13.6217,-30,0 - 100)  (-13.6217,30,0 - 100)   (7.39141,30,0 - 100) (7.39141,-30,0 - 100) 
177  1493718072000721  (-13.6217,-30,0 - 100)  (-13.6217,30,0 - 100)   (7.39141,30,0 - 100) (7.39141,-30,0 - 100) 
178  1493718072000822  (-13.6217,-30,0 - 100)  (-13.6217,30,0 - 100)   (7.39141,30,0 - 100) (7.39141,-30,0 - 100) 
179  1493718072000921  (-13.6217,-30,0 - 100)  (-13.6217,30,0 - 100)   (7.3568,30,0 - 100) (7.3568,-30,0 - 100) 
180  1493718073000021  (-13.6217,-30,0 - 100)  (-13.6217,30,0 - 100)   (7.3568,30,0 - 100) (7.3568,-30,0 - 100) 
181  1493718073000122  (-6.34363,-30,0 - 100)  (-6.34363,30,0 - 100)   (7.3568,30,0 - 100) (7.3568,-30,0 - 100) 
